,FC,N,H,Cl,Br,I,P,F,Se,Si,S_sp3,S_sp2,S_sp,C_sp3,C_sp2,C_sp,N_sp3,N_sp2,N_sp,O_sp3,O_sp2,O_sp,I1,I2,I3,SV
26,0.0,246.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,18.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3096.8122214647333,9997.783610327713,12570.49158069808,1.4
27,0.0,238.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,18.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2877.4422152582642,6896.88750316837,8897.243267536418,3.6
28,0.0,222.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,18.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2268.5322526170435,6244.707846068015,7432.139410003262,1.7
29,0.0,238.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,18.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3333.4401016297375,7245.923893978525,9733.163955374353,1.0
30,0.0,222.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,18.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3144.7920194577814,5313.530602973879,7436.594319829164,4.4
31,0.0,246.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,18.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2418.1147486846544,12116.289144359884,13491.955618580052,0.8
32,0.0,230.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,18.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2617.518314495236,7455.029700002275,9303.102452754982,155.0
33,0.0,230.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,18.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2499.2442599006204,7724.468641068088,9468.103126008913,3.6
34,0.0,148.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,549.6140061117408,2628.2885859845737,2951.5321959469948,1.3
35,0.0,314.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3967.4365798264757,22248.272797279922,24006.081524269877,32.0
36,0.0,314.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3389.5209021553333,19033.01569005455,21042.686891193724,316.0
37,0.0,188.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1931.148015761516,4499.766793331462,5994.129436637849,39.0
38,0.0,188.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2098.9491714903174,4397.042101042819,6105.041011085349,654.0
39,0.0,246.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2907.814164935596,7505.087298804199,10080.86515925019,397.0
40,0.0,246.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3402.086275737403,5969.469430931966,7893.325360141062,
41,0.0,282.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,12.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3805.0926596093423,12810.473793208103,15792.45189754368,
42,0.0,282.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,12.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3374.3394777447334,14038.864152520855,16656.198794061187,
43,0.0,240.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2797.314656153346,8378.535248192164,10850.143831628713,46.0
44,0.0,240.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2736.1189912938903,8672.089616028816,10793.27041575284,
45,0.0,256.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,15.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2696.2463714451314,11082.827567519817,13127.316685432434,94.0
46,0.0,256.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,15.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2926.7984970936623,11021.107521198419,13374.383350686132,
47,0.0,148.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,527.0890550689903,2722.2422615627897,3052.312090566904,3.0
48,0.0,148.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,532.4445593120806,2708.4688108008113,3035.4969797458607,
49,0.0,312.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,8.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3386.6941674932823,25289.926873397526,27580.026497632207,33.0
50,0.0,312.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,8.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,4025.089633384392,22650.41211616513,23468.300310506733,519.0
51,0.0,324.0,47.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3526.0328663010037,28052.468040491305,30548.961780005407,6.0
