,FC,N,H,Cl,Br,I,P,F,Se,Si,S_sp3,S_sp2,S_sp,C_sp3,C_sp2,C_sp,N_sp3,N_sp2,N_sp,O_sp3,O_sp2,O_sp,I1,I2,I3,SV
63,0.0,224.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1327.1474468549472,11552.894875312055,12055.987860189425,132000.0
64,0.0,260.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2146.381164575986,13183.033600730687,13935.961868194141,39.0
65,0.0,222.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1249.8577402061662,8160.619873462312,8527.417751176443,870.0
66,0.0,260.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2373.4174429108266,9985.571487983974,10912.073372989704,450.0
67,0.0,234.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,19.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1330.3762554594882,17534.759442747858,18557.888996017162,10000.0
68,0.0,338.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,18.0,0.0,1.0,8.0,0.0,1.0,6.0,0.0,7802.760531240248,20436.140244905637,26715.061198059724,2500.0
69,0.0,320.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,8.0,0.0,1.0,5.0,0.0,8596.54827879292,16814.22669483786,23481.349070954453,2500.0
70,0.0,210.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,2254.4519437043427,9068.648601856414,10794.11158987075,10000.0
71,0.0,202.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,942.4595103172855,9267.509204222932,9611.068384458775,44700.0
72,0.0,270.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,17.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1222.9484052270673,29366.14535873441,29815.482709650016,10000.0
73,0.0,302.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,7.0,0.0,2.0,5.0,0.0,3061.8368426009642,14662.597024073695,16427.05624537201,19.0
74,0.0,200.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2160.836723142634,5657.048567613744,6652.3362372543725,11200.0
75,0.0,260.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2102.2373621592137,12944.138615951417,13630.039803225,260.0
76,0.0,252.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2540.361904804988,9502.775541421943,10921.71686157513,4000.0
77,0.0,244.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1907.344555355967,10020.8604038826,10623.69249777062,12.0
78,0.0,262.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2496.4097168115036,10588.307668639802,11361.30162954919,10.0
79,0.0,208.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1325.7418775725118,8169.368696478263,8784.894135262914,980.0
80,0.0,198.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,8.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2064.975550020467,3537.9644988139817,4283.632906125684,100000.0
81,0.0,338.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,15.0,0.0,1.0,7.0,0.0,1.0,5.0,0.0,5102.24795882015,22553.96557379405,26816.00217929258,2500.0
82,0.0,330.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,19.0,0.0,1.0,7.0,0.0,1.0,5.0,0.0,7431.075736215655,12776.407062850321,18603.94029246288,2500.0
83,0.0,268.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,20.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2662.7445348589877,12378.181545642132,12954.104034536464,13000.0
84,0.0,260.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,2645.1730380143727,10659.102296499843,11722.810329125015,10000.0
85,0.0,242.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,19.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,2064.5044756045054,17164.687055938633,18240.218994350475,10000.0
86,0.0,250.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,19.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1146.8242880957214,24862.408282033975,25425.10377560615,10000.0
87,0.0,330.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,18.0,0.0,1.0,8.0,0.0,1.0,5.0,0.0,8076.476836853594,13977.24991549573,20785.779347270247,1770.0
88,0.0,302.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,9.0,0.0,1.0,5.0,0.0,6745.1118334726125,15501.423966282606,21340.080019442936,2500.0
89,0.0,280.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,10.0,0.0,1.0,8.0,0.0,1.0,4.0,0.0,3383.477073448714,13640.992494614655,15149.478037091529,2500.0
90,0.0,230.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,1913.7105391451396,8438.329780257862,9242.116900237765,4700.0
91,0.0,268.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,19.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1961.9668328473747,24850.619220923218,25989.880053486475,10000.0
92,0.0,308.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,7.0,0.0,1.0,7.0,0.0,3634.7849745111357,17560.974147694444,20431.83924853107,55.0
93,0.0,190.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1642.7566085795866,4914.948054401886,5536.038692037372,6030.0
94,0.0,238.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,2438.3307912513555,8410.062722078766,10334.71770016159,22400.0
95,0.0,244.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,2304.6407570322317,9736.207425542989,10388.976010889803,36.0
96,0.0,326.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,6738.42063098296,20108.957647723582,26098.961738548558,130.0
97,0.0,270.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2154.3004978220865,15980.745777112405,17233.92880374462,16.0
98,0.0,278.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,3216.9906827961654,10541.319223106542,12790.689137251547,11000.0
99,0.0,116.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,341.4981921491654,1591.0945570424894,1763.4358068400245,73.0
100,0.0,358.0,40.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,15.0,11.0,0.0,1.0,8.0,0.0,1.0,6.0,0.0,5576.190370227383,11936.248957562604,16336.55099355736,2500.0
101,0.0,320.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,7614.012623598391,16786.935308360706,22807.40722301068,5000.0
102,0.0,116.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,336.4010355186447,1739.113225912907,1944.8016684394702,92.0
103,0.0,226.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2877.064111688517,7219.216403214311,8595.110460737611,3400.0
104,0.0,260.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1740.3593695007173,9122.58917260595,9904.413632448885,4.0
105,0.0,394.0,46.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,0.0,0.0,9.0,0.0,1.0,8.0,0.0,5489.851816980641,22787.17849994923,24637.167697837183,2500.0
106,0.0,280.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,5206.226471525287,12824.912279108292,17154.390307349873,10000.0
107,0.0,380.0,40.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,15.0,12.0,0.0,1.0,8.0,0.0,1.0,8.0,0.0,4920.225331581441,16665.58987887142,19593.011885291282,2500.0
108,0.0,380.0,40.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,15.0,12.0,0.0,1.0,8.0,0.0,1.0,8.0,0.0,7351.230886580443,13976.293114049346,19539.437634292568,2500.0
109,0.0,242.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1820.3099458835313,11874.592981769034,12784.09757254872,1700.0
110,0.0,146.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,919.6911240461918,2995.386760445138,3640.305301606665,200000.0
111,0.0,320.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,6793.075292629886,13271.713110898074,16249.932781085708,5000.0
112,0.0,270.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4125.5762960381235,11248.365364838997,14793.572407686837,50.0
113,0.0,278.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,3387.363461261477,12847.345215809915,15355.316738871079,3000.0
114,0.0,278.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,3853.0733971484833,13412.490630326236,16264.142993534799,5600.0
